#% 0, Z0, m, 0.0
#% 1, Z, km
#% 2, U, m/s
#% 3, V, m/s
#% 4, W, m/s
#% 5, T, degK
#% 6, RHO, g/cm3
#% 7, P, mbar
0.000000e+00   -6.286693e+00   -0.000000e+00   -0.000000e+00   2.713479e+02   1.255120e-03   9.777863e+02
1.000000e-01   -6.681521e+00   -0.000000e+00   -0.000000e+00   2.703780e+02   1.243963e-03   9.656310e+02
2.000000e-01   -6.861921e+00   -0.000000e+00   -0.000000e+00   2.694110e+02   1.232856e-03   9.535863e+02
3.000000e-01   -6.937344e+00   -0.000000e+00   -0.000000e+00   2.684468e+02   1.221799e-03   9.416517e+02
4.000000e-01   -6.999366e+00   -0.000000e+00   -0.000000e+00   2.674856e+02   1.210791e-03   9.298267e+02
5.000000e-01   -7.061580e+00   -0.000000e+00   -0.000000e+00   2.665299e+02   1.199823e-03   9.181115e+02
6.000000e-01   -7.110434e+00   -0.000000e+00   -0.000000e+00   2.655879e+02   1.188859e-03   9.065063e+02
7.000000e-01   -7.136570e+00   -0.000000e+00   -0.000000e+00   2.646684e+02   1.177861e-03   8.950118e+02
8.000000e-01   -7.138167e+00   -0.000000e+00   -0.000000e+00   2.637792e+02   1.166800e-03   8.836282e+02
9.000000e-01   -7.123714e+00   -0.000000e+00   -0.000000e+00   2.629241e+02   1.155663e-03   8.723562e+02
1.000000e+00   -7.142816e+00   -0.000000e+00   -0.000000e+00   2.620849e+02   1.144530e-03   8.611952e+02
1.100000e+00   -7.245893e+00   -0.000000e+00   -0.000000e+00   2.612435e+02   1.133483e-03   8.501446e+02
1.200000e+00   -7.414836e+00   -0.000000e+00   -0.000000e+00   2.604301e+02   1.122390e-03   8.392033e+02
1.300000e+00   -7.549124e+00   -0.000000e+00   -0.000000e+00   2.596561e+02   1.111204e-03   8.283707e+02
1.400000e+00   -7.591660e+00   -0.000000e+00   -0.000000e+00   2.587227e+02   1.100774e-03   8.176457e+02
1.500000e+00   -7.459384e+00   -0.000000e+00   -0.000000e+00   2.581222e+02   1.089006e-03   8.070269e+02
1.600000e+00   -7.061078e+00   -0.000000e+00   -0.000000e+00   2.581898e+02   1.074538e-03   7.965137e+02
1.700000e+00   -6.403887e+00   -0.000000e+00   -0.000000e+00   2.583798e+02   1.059720e-03   7.861078e+02
1.800000e+00   -5.607305e+00   -0.000000e+00   -0.000000e+00   2.584352e+02   1.045613e-03   7.758092e+02
1.900000e+00   -4.814572e+00   -0.000000e+00   -0.000000e+00   2.583050e+02   1.032397e-03   7.656175e+02
2.000000e+00   -4.129476e+00   -0.000000e+00   -0.000000e+00   2.580208e+02   1.019924e-03   7.555355e+02
2.100000e+00   -3.583762e+00   -0.000000e+00   -0.000000e+00   2.576735e+02   1.007826e-03   7.455687e+02
2.200000e+00   -3.131126e+00   -0.000000e+00   -0.000000e+00   2.573245e+02   9.958645e-04   7.357219e+02
2.300000e+00   -2.752022e+00   -0.000000e+00   -0.000000e+00   2.569673e+02   9.840682e-04   7.259979e+02
2.400000e+00   -2.424526e+00   -0.000000e+00   -0.000000e+00   2.565894e+02   9.724870e-04   7.163989e+02
2.500000e+00   -2.108990e+00   -0.000000e+00   -0.000000e+00   2.562014e+02   9.610764e-04   7.069225e+02
2.600000e+00   -1.773907e+00   -0.000000e+00   -0.000000e+00   2.558261e+02   9.497442e-04   6.975636e+02
2.700000e+00   -1.421584e+00   -0.000000e+00   -0.000000e+00   2.554790e+02   9.384299e-04   6.883183e+02
2.800000e+00   -1.051369e+00   -0.000000e+00   -0.000000e+00   2.551579e+02   9.271434e-04   6.791853e+02
2.900000e+00   -6.651598e-01   -0.000000e+00   -0.000000e+00   2.548579e+02   9.159043e-04   6.701633e+02
3.000000e+00   -2.679108e-01   -0.000000e+00   -0.000000e+00   2.545718e+02   9.047402e-04   6.612512e+02
3.100000e+00   1.705311e-01   -0.000000e+00   -0.000000e+00   2.542898e+02   8.936851e-04   6.524479e+02
3.200000e+00   6.886940e-01   -0.000000e+00   -0.000000e+00   2.540023e+02   8.827720e-04   6.437520e+02
3.300000e+00   1.222819e+00   -0.000000e+00   -0.000000e+00   2.537008e+02   8.720281e-04   6.351622e+02
3.400000e+00   1.706884e+00   -0.000000e+00   -0.000000e+00   2.533802e+02   8.614670e-04   6.266770e+02
3.500000e+00   2.074956e+00   -0.000000e+00   -0.000000e+00   2.530362e+02   8.510997e-04   6.182947e+02
